forecast_date,actual,rolling_252,rolling_504,rolling_756,rolling_1008,expanding,adaptive
2026-06-03,0.013886995444434799,0.007398077510101549,0.0086468132103491337,0.0083412525646781761,0.0081610831233925075,0.0082538760052366968,0.0086468132103491337
2026-06-04,0.015710355975800769,0.0066179357342635598,0.0070249868081001358,0.0068857736201672634,0.0070221369997397719,0.0073513372913205375,0.0070249868081001358
2026-06-05,0.010765089586011731,0.010258520987476608,0.01343810338649384,0.012842523476437865,0.01192990903828773,0.013374883955151641,0.01343810338649384
2026-06-08,0.013265606674447903,0.0070024408064918199,0.0078931510464644358,0.0077375932618611353,0.0081444337131714728,0.0081050007635215249,0.0078931510464644358
2026-06-09,0.013468427084533783,0.0077681960576556196,0.0091113501041555269,0.0088753003656430723,0.0089994831360092568,0.0094751471725932675,0.0091113501041555269
2026-06-10,0.012746611796157147,0.0092016692042962318,0.011657978539104124,0.011223043675643522,0.010855556840961719,0.011748055231906709,0.011657978539104124
2026-06-11,0.011272149975159212,0.0074120934401461676,0.0077748024953021039,0.0078512646704880628,0.0087223005406316147,0.010349952780591858,0.0077748024953021039
2026-06-12,0.011100899275338626,0.007133541910661712,0.0080559294099271945,0.0079531529506816512,0.0086161129380327873,0.0086765148352480406,0.0080559294099271945
2026-06-15,0.01024285165783209,0.0071089551468070389,0.0074079811849812761,0.0074947511547081621,0.0084904377126992312,0.0096777378148237558,0.0074079811849812761
2026-06-16,0.0098898101810907576,0.0086042712815593142,0.010532100773534767,0.010254462995666293,0.01041747819060161,0.011180254513337522,0.010532100773534767
2026-06-17,0.008163475461579214,0.0085631694335681213,0.010884298503232987,0.010504733695690003,0.010578257337694354,0.010498002758637158,0.010884298503232987
2026-06-18,0.0074686132547160259,0.007001967148003988,0.0077262430974306823,0.0077027997136893608,0.0086306092687504967,0.0087881639668254633,0.0077262430974306823
2026-06-22,0.010353571186165754,0.0078643282323197436,0.0095206045185799691,0.0092874181628239457,0.0097290977841030402,0.0096582256299209916,0.0095206045185799691
2026-06-23,0.0087425018861043719,0.0098018048340506782,0.012566025155262573,0.012156660859388024,0.011989061574800937,0.013267686282815242,0.012566025155262573
2026-06-24,0.0087609759030130331,0.008508080465067281,0.010196736780121523,0.010006911566089049,0.010418207317483741,0.01142798974367311,0.010196736780121523
2026-06-25,0.0087568910040397088,0.0075073226919407324,0.0088774401928804602,0.0087166170801785646,0.0093926970435697608,0.0092063365197763997,0.0088774401928804602
2026-06-26,0.009013883329582098,0.0087493719540267453,0.010862697737888845,0.010567059053833759,0.010772295992750869,0.011405827753551239,0.010862697737888845
2026-06-29,0.0056907430904413019,0.0067856772956048465,0.0072652220263286944,0.0073380220336004111,0.0086084736790080323,0.0087869192506715155,0.0072652220263286944
2026-06-30,0.0047187172521666191,0.0074609775343193185,0.0085760645669008106,0.0085158896661485413,0.0094681452388498191,0.009641520393965413,0.0085760645669008106
2026-07-01,0.0060092965040075544,0.0087445593034878137,0.010189453810608623,0.0099550576830479062,0.010389338707692777,0.010864941937673449,0.010864941937673449
2026-07-02,0.0062821475898266581,0.0085821946936359503,0.010005007629003594,0.0097623298708453977,0.010212318979721028,0.010532346634479921,0.010532346634479921
2026-07-06,0.0060147761319539724,0.0076970170722895992,0.0084431109785693525,0.0083211792720656926,0.0091749222386952808,0.0092974034137811128,0.0092974034137811128
2026-07-07,0.0058440016721292252,0.0092869114825140722,0.010810909049166734,0.010556000596311701,0.01063024412433561,0.011810392660568107,0.011810392660568107
2026-07-08,0.0059470327996996456,0.0084649138272823825,0.0098367082199828353,0.009563070391570885,0.0098128165947582793,0.01020686308527553,0.01020686308527553
2026-07-09,0.0052018996761738845,0.0076068322248562317,0.0082025789516946834,0.0080775802083616916,0.0087598608146698606,0.0091200566107520319,0.0091200566107520319
2026-07-10,0.0065686089379394198,0.0067295502555403059,0.0074498163802560148,0.0072067207612735379,0.0078302583833743198,0.0070673335811624136,0.0070673335811624136
2026-07-13,0.0056440159555437757,0.010456119503589854,0.0121171600485222,0.011884124651395139,0.011568124205915895,0.014076101502414989,0.014076101502414989
2026-07-14,0.0065683121127484969,0.0071104456917206304,0.007850146321498358,0.0076180641178279773,0.0081051585211660837,0.0078191784474476306,0.0078191784474476306
2026-07-15,0.0063469488158519822,0.006452868271258177,0.0070331873911568038,0.0067741593502638787,0.0072716244014213666,0.0064958918010194697,0.0064958918010194697
2026-07-16,0.008078456165477638,0.0081373359912534134,0.0094161091374247181,0.0090924213416250302,0.00908913613720767,0.0094220819435200075,0.0094220819435200075
2026-07-17,0.0067587937963148595,0.008671312055643518,0.010248709340894916,0.0098789077101011681,0.0096557898671131969,0.010260520494812851,0.010260520494812851
2026-07-20,0.0067207578730848188,0.0069531212763420712,0.0078560181162033449,0.0075324039055803781,0.0077431023496865713,0.0072072796353893544,0.0072072796353893544
2026-07-21,0.0057019772767617884,0.0066606978071772609,0.0069339922842498285,0.0067635815036621288,0.0072890767519524034,0.0071947127866379005,0.0071947127866379005
2026-07-22,0.0089630240608589481,0.0071016446192056475,0.0079160898487014939,0.0076116172283280737,0.0077338871800193918,0.0075529160491711531,0.0075529160491711531
2026-07-23,0.010234450235608759,0.0094286853904410883,0.011170309877415038,0.010803017859628977,0.010354837638184103,0.011686967568766771,0.011686967568766771
2026-07-24,0.010715923786121918,0.0073740374140399221,0.0081333236060591989,0.0078793035423721739,0.0080871955907684517,0.0082378702538218936,0.0082378702538218936
2026-07-27,0.012442823744265414,0.0091553999133567321,0.010047822863291714,0.0098836188198697696,0.0097620168690136823,0.011884990210738,0.011884990210738
2026-07-28,0.014749088338553675,0.0070058174705674853,0.0075236101175046328,0.0072774744633029194,0.00743163152157242,0.0075781176024388337,0.0075781176024388337
2026-07-29,0.013047625141257079,0.01003324432011468,0.011943435919181174,0.011560515761645993,0.010869049479870586,0.012764474254004439,0.012764474254004439
2026-07-30,0.010745315814190666,0.0068353450889910884,0.00661655641792523,0.0065983474128864499,0.007333100343415032,0.00805251987439487,0.00805251987439487
2026-07-31,0.010611433784645465,0.0067286160886595144,0.0071266615938799923,0.0069386734971595958,0.0074791690410885847,0.0072597983233505126,0.0072597983233505126
2026-08-03,0.0085216198265096015,0.0075814889610335348,0.007386558434071086,0.0074379031795337534,0.0080672244233533242,0.009326081287298749,0.0074379031795337534
2026-08-04,0.0032879304964775393,0.0076526264603021411,0.0073932567144147643,0.0075084341942486419,0.0083064067149774025,0.0098997675532981264,0.0075084341942486419
2026-08-05,0.0033560601476007343,0.0081907237575603569,0.0093938329556728928,0.0092011445861524977,0.0094272463864362478,0.0099728980138928842,0.0092011445861524977
2026-08-06,0.0045189812252869384,0.0079903304115142657,0.0091261950060698063,0.0089324140729999425,0.009176063701017494,0.009528334757854218,0.0089324140729999425
2026-08-07,0.003711143335253186,0.0069580013888207674,0.0075147468872165876,0.0074081231917993134,0.0079574521559899088,0.0077345896167605359,0.0074081231917993134
2026-08-10,0.0042714995859108483,0.0088044721876114947,0.0098137050676484101,0.0096733167943075637,0.009850975072914216,0.011297374712918706,0.0096733167943075637
2026-08-11,0.0050385841190969003,0.0074330348490155599,0.0086327655597588666,0.0083908993968638268,0.0086327271525147541,0.0081998146650009429,0.0083908993968638268
2026-08-12,0.0050014137893378179,0.0069770153339807316,0.0077423039174418168,0.0075770759650512515,0.0080099914674043628,0.0075219436667721407,0.0075770759650512515
2026-08-13,0.0054383607538095241,0.0071138169890944212,0.0075421896996853248,0.0074560130006625196,0.0079857692250080142,0.0080431785637235347,0.0074560130006625196
2026-08-14,0.005667838992935912,0.0072428265574862802,0.0082232702816212901,0.0079945380803838999,0.008239032227803169,0.0077242402434392361,0.0079945380803838999
2026-08-17,0.0054189960467791115,0.0080317751585907513,0.0092627879036365941,0.0090190552950187193,0.0091252198250294618,0.0093036725654386809,0.0090190552950187193
2026-08-18,0.0047129301080182547,0.0080663984936130261,0.0094700986579887587,0.0091938810260320664,0.0092521281822803975,0.0092910637993611524,0.0091938810260320664
2026-08-19,0.004619872809061479,0.0075238631447262869,0.0082584334113755247,0.0081079951282138421,0.0084482712406229923,0.0085990384430344041,0.0081079951282138421
2026-08-20,0.0039552484357339443,0.0082858577612979559,0.0097302266030280891,0.0094353849182255735,0.0093961107402713174,0.0095826401072036226,0.0094353849182255735
2026-08-21,0.003652726129754437,0.0068817148244674125,0.0073768779384488668,0.0072345601908767243,0.0076600723645949302,0.0072422762567380863,0.0072345601908767243
2026-08-24,0.0036610481676764015,0.0076531174805565677,0.008699862586502672,0.0084712390195560549,0.0086448838817022901,0.0085402683255333262,0.0084712390195560549
